% Model,2016_04_06_SiwHoles_dispersion.mph
% Version,COMSOL 5.1.0.180
% Date,"Apr 8 2016, 11:48"
% Dimension,3
% Nodes,1276
% Expressions,25
% Description,Velocity magnitude
% Length unit,m
% X,Y,Z,solid.vel (m/s) @ Eigenfrequency=1,solid.vel (m/s) @ Eigenfrequency=2,solid.vel (m/s) @ Eigenfrequency=3,solid.vel (m/s) @ Eigenfrequency=4,solid.vel (m/s) @ Eigenfrequency=5,solid.vel (m/s) @ Eigenfrequency=6,solid.vel (m/s) @ Eigenfrequency=7,solid.vel (m/s) @ Eigenfrequency=8,solid.vel (m/s) @ Eigenfrequency=9,solid.vel (m/s) @ Eigenfrequency=10,solid.vel (m/s) @ Eigenfrequency=11,solid.vel (m/s) @ Eigenfrequency=12,solid.vel (m/s) @ Eigenfrequency=13,solid.vel (m/s) @ Eigenfrequency=14,solid.vel (m/s) @ Eigenfrequency=15,solid.vel (m/s) @ Eigenfrequency=16,solid.vel (m/s) @ Eigenfrequency=17,solid.vel (m/s) @ Eigenfrequency=18,solid.vel (m/s) @ Eigenfrequency=19,solid.vel (m/s) @ Eigenfrequency=20,solid.vel (m/s) @ Eigenfrequency=21,solid.vel (m/s) @ Eigenfrequency=22,solid.vel (m/s) @ Eigenfrequency=23,solid.vel (m/s) @ Eigenfrequency=24,solid.vel (m/s) @ Eigenfrequency=25
9.968715740291737E-8,6.408141040610567E-8,2.193873811008483E-7,8.007085396764555E9,8.977101131658541E8,1.1113456809832905E10,4.566270920176315E8,1.956621874064855E10,1.132308219474583E9,2.829076808806437E10,5.423048100046353E8,4.592398326202416E10,6.165312219466281E9,7.484912345981256E8,6.192482553383771E8,3.441624914390995E10,5.578141721616159E9,1.551945153357893E8,1.2181284661861162E9,2.965791995785155E9,4.366214404672898E10,7.66469519697932E8,3.3963628160102063E8,2.73123976355069E9,6.413346465096699E8,5.953551124912449E8,3.2342871844875973E10,5.1985419048500404E10
1.3377062074869585E-7,0,2.1446024142668533E-7,7.769329874227401E9,8.851629556568693E8,1.1003826115496792E10,4.826896540178487E8,1.8893518499445946E10,3.879643250011472E8,3.0438352791984417E10,1.9638771777267644E8,4.479819294483428E10,6.113922223918794E9,6.62257403161188E8,1.798478857442115E8,2.4704086678243923E10,1.9745712732041348E10,1.273245190806555E8,1.58369188352542E9,2.570282782227307E9,3.7532759293654915E10,2.2860147874701998E8,2.4543661043791005E8,3.491678392305282E9,2.6768913210448804E8,6.23544434623289E8,6.2868342692752235E10,2.5333982927421062E10
1.4681270151787582E-7,7.30075177685556E-8,1.5646345321842808E-7,7.736567927571036E9,8.89299038616296E8,1.0892909643876396E10,4.827728250266119E8,1.904445460767723E10,1.2545808323811235E9,2.777362710336329E10,7.111765202257994E8,4.244359117888453E10,5.822496970953508E9,5.1091188716181195E8,5.211351506366023E8,1.786872794649269E10,2.054662985538397E10,3.040724563798657E8,1.334439858224496E9,2.0803801850294137E9,3.5929430776925896E10,7.75746201085361E8,4.069383787226257E8,2.2086980970688453E9,5.753679458272628E8,6.791348747512225E8,4.982404340695839E10,5.108898064436352E10
1.1375880015043454E-7,0,3.0177032407823873E-7,7.852555123366419E9,8.814031784590595E8,1.1179892388870634E10,4.758590664607707E8,1.8826145117574245E10,1.4937793449025123E9,2.9231771606224007E10,7.116917632708088E8,4.72390131070796E10,6.331917966350768E9,7.828106720753402E8,3.811566652385713E8,3.4190679488970398E10,7.4401555654182415E9,3.9280895524957925E8,1.2083313449119089E9,2.8943734200544367E9,4.146940053433198E10,6.242140801816162E8,8.218334479810991E8,3.276541613094464E9,7.510137530540334E8,1.5645300591371057E9,7.117623551333476E10,4.1314921210260925E10
7.822560393911033E-8,0,3.660000000000001E-7,7.92312827691172E9,8.686012074823424E8,1.1391796283623446E10,4.571086940140316E8,1.8692397494422855E10,2.3742062577492256E9,2.682101650144013E10,9.881546321780444E8,5.125825929851828E10,6.676874545179565E9,9.166588375860003E8,7.057851143540515E8,4.188306041066804E10,1.1270290605204185E10,2.961301333547554E8,7.418369926658167E8,2.8367106653610673E9,4.791926531015613E10,8.963648155132803E8,8.981283319483722E8,2.6122466869438195E9,4.988926282173509E8,1.39375849423497E9,7.551318571832616E10,6.0596439759363525E10
1.1312468993028289E-7,4.271025725600135E-8,3.222252232408039E-7,7.857880139692198E9,8.808344488781207E8,1.119426266219227E10,4.750628267740981E8,1.8811086057057926E10,1.8777897792934537E9,2.803010421618151E10,9.163574734943994E8,4.708066248971437E10,6.29080772325061E9,7.85723418849283E8,5.0916538995269185E8,3.553643689302022E10,6.158277641670368E9,5.216719382059516E8,1.0086563966978887E9,2.8387675033446956E9,4.1082951041712074E10,8.095090297422214E8,1.0385200745791184E9,2.8689799513414936E9,8.706696252803876E8,1.6396715562691433E9,6.951811384876585E10,4.550324915491136E10
1.363157762121228E-7,5.23526556307046E-8,2.6967252995726785E-7,7.767217279288175E9,8.848275948837088E8,1.1011700100713493E10,4.8334753666472185E8,1.8863645300906048E10,1.3725361594926863E9,2.8597628235397877E10,7.330780051584567E8,4.419539417426354E10,6.014050097051342E9,6.376502281362872E8,4.1456841900095934E8,2.5513998936195614E10,1.6466688244013489E10,4.3344798785862654E8,1.2893149443523638E9,2.459019834203796E9,3.682209998722659E10,6.964872091712346E8,7.689107880547795E8,2.7571095813575435E9,7.860048266729125E8,1.340490233023914E9,6.368506195657618E10,3.999753535805362E10
6.349770050884177E-8,9.015637328749139E-8,4.0837738459550626E-8,8.108558199538709E9,8.892838893265766E8,1.1257514182838654E10,4.3635314712247926E8,1.962250865263587E10,2.119314276876342E9,2.5881218446375484E10,8.85018740167835E8,4.71597565443435E10,6.175724286366131E9,8.847589685562874E8,9.237756268489459E8,4.037968629549528E10,1.8488812731147644E10,6.397668114931277E8,8.151021863375136E8,2.9024111113945394E9,4.430287901008402E10,1.145205560272617E9,1.2578461234276187E9,2.5305821572114415E9,1.1328324980603194E9,1.5447132394226599E9,2.854259366995057E10,5.167997424329222E10
1.2282677439544558E-7,6.890694077560195E-8,0,7.79700436243964E9,8.741598790160311E8,1.1207121487747623E10,4.8157374605475503E8,1.852589093117669E10,2.5668658210194235E9,2.6152901177411453E10,1.3343701596435714E9,4.631401313933041E10,6.168950943570292E9,8.231249214143767E8,6.187618571765797E8,4.122714139112395E10,9.302811777824709E9,8.699910326734319E8,7.746118718414757E8,2.807103551869423E9,3.854032636985643E10,9.86136085768288E8,1.5113296709515002E9,2.9673460096894097E9,8.896267014883498E8,1.613541999582465E9,7.482063198241122E10,4.649507690008997E10
5.458177456762634E-8,1.2135717711966717E-7,0,8.135732044997742E9,8.896459123455942E8,1.1241070798630375E10,4.3222621539338577E8,1.9731935555479546E10,2.6189699499161444E9,2.549359821149534E10,1.1297416589691932E9,4.520756377369935E10,5.890042977101908E9,9.307647314620378E8,1.1097859531642897E9,3.792323895523121E10,3.070400311029357E10,1.0385177580682371E9,1.0140539322809365E9,2.4766352279404726E9,3.899007074064025E10,1.327141731261165E9,1.7492273071617942E9,3.7132090040088015E9,1.2456146147402263E9,1.5299504058739314E9,2.2258835422834293E10,3.901348268784289E10
0,7.822560393911048E-8,3.66E-7,8.099082788799611E9,8.558846749784795E8,1.1385194901916132E10,3.936227131376323E8,1.9351980529044865E10,2.3809449201893315E9,2.614825133134332E10,6.866752777798542E8,5.059896448474525E10,6.358723414144599E9,9.847200778596191E8,1.0516183248196186E9,4.057513058900277E10,2.7921966278691456E10,6.421957671702164E8,1.0685895088327292E9,2.6093500455549183E9,4.8685566887954155E10,1.1671739180882933E9,1.0740467524806097E9,3.6177542382676864E9,8.378701513616589E8,1.7414265604338396E9,3.125812063009595E10,5.632845352739765E10
6.522856076709906E-8,9.236677649220814E-8,3.218928875436936E-7,8.111683037876995E9,8.907877672647996E8,1.124571906560776E10,4.3703711555261207E8,1.9659575297419064E10,2.1093730337301126E9,2.5735846416491867E10,8.893603251138816E8,4.681567826884604E10,6.141532341951707E9,8.736197369867212E8,9.248212584076613E8,4.0040908969981445E10,1.8146973925284428E10,6.315411803720527E8,8.03678506130588E8,2.8988430889396586E9,4.385839111679196E10,1.1571497783631046E9,1.2596434876399279E9,2.446083709118273E9,1.1490156159350843E9,1.5356992731495745E9,2.738455046301294E10,5.145204390318041E10
0,1.1737838300190346E-7,1.3355886475693452E-7,8.315608604281871E9,8.782062096466101E8,1.1172493334300852E10,3.8460081671100545E8,2.0607924064250362E10,1.816012989620019E9,2.3005241570719723E10,4.876443776167003E8,4.299032955760475E10,5.588248904520513E9,9.787853529564893E8,9.995219898851416E8,4.5557482736487076E10,1.8355222721900597E10,6.335822242871989E8,1.0203142344661219E9,2.808015316006292E9,4.236013977794947E10,1.2449718201732488E9,9.421165980235785E8,1.1591371183762894E9,1.066830410587467E9,8.168398453008825E8,2.600106857648303E10,4.87688881268932E10
0,1.0768444099300798E-7,6.201445578139931E-8,8.242528928601562E9,8.710141649637984E8,1.124573425798798E10,3.890843205598381E8,2.0165257212198204E10,2.0090628344141223E9,2.4571187460252926E10,5.814655217448838E8,4.5518211334828865E10,5.843252892016013E9,9.936028671744062E8,1.0283527347691611E9,4.420222863578741E10,2.3950242124098934E10,7.34851877812096E8,1.0811490948807867E9,2.73644619961539E9,4.386067108095864E10,1.2324434323838007E9,1.263672786925013E9,2.3096032691009245E9,1.2051524493391564E9,1.5913143050951264E9,7.934842142035694E9,4.6808282560477486E10
5.7317683099969865E-8,1.4293233120162842E-7,7.5583637104155E-8,8.277971254599432E9,9.111766332069232E8,1.1100292408593103E10,4.2664514153218335E8,2.0621715567308712E10,2.344377544217583E9,2.1064288515751698E10,9.703431712392347E8,3.995056263624106E10,5.321797256016223E9,7.537323748802527E8,1.138068087971432E9,3.687682339351722E10,2.4292863992675053E10,7.602896888040389E8,7.645009038450458E8,2.625971684656457E9,3.585473933810095E10,1.4658322193916855E9,1.381194171457644E9,1.6581954148049977E9,1.3279889181939232E9,1.3149632893552177E9,3.4507692753613045E10,4.257709521161327E10
0,1.6397666498557086E-7,0,8.302667412370639E9,8.872095902618924E8,1.1129949683211065E10,4.1190653094938284E8,2.0596591031412766E10,2.6674581280477295E9,2.5586442380051098E10,9.823573229245262E8,3.8205874039534966E10,4.989597770835606E9,9.396940626368389E8,1.222419838826399E9,3.4341388567863834E10,4.187993301739677E10,1.378186107338537E9,1.4748047571954987E9,2.1259679548258393E9,2.805551161362688E10,1.4418787366247568E9,1.9783806219088871E9,4.365753333090911E9,1.5419083752004354E9,1.8786540089400613E9,4.1544342059669E10,7.638161988487088E9
0,1.343691773431482E-7,2.1579689023994245E-7,8.358315496330387E9,8.843681533919387E8,1.1127887457686611E10,3.8837262369136554E8,2.0904340831993065E10,1.9971935860409994E9,2.0641225219505314E10,5.322051131158019E8,4.014756762316413E10,5.275256496454096E9,9.259125305016551E8,1.0410070300203633E9,4.360939836174964E10,2.013286552641416E10,7.07095160390159E8,7.60490041314333E8,2.6784713243888693E9,3.8394192634744125E10,1.3687242223103395E9,9.918881050564595E8,5.008157297343626E8,1.0712820714754624E9,4.9496412338362503E8,4.061623451864855E10,4.142288861303386E10
5.250934263582502E-8,1.666328365623312E-7,1.6287580799692027E-7,8.395403025628968E9,9.247693754055313E8,1.100402164389466E10,4.204396011107015E8,2.136477934783229E10,2.427688052997604E9,1.5600368411108454E10,9.362393393861583E8,3.4686928590280266E10,4.712021021783479E9,5.928685698221575E8,1.2161589400000536E9,3.508054293521969E10,2.1969325430090805E10,5.218734563820551E8,3.374734488332806E8,2.471848275572991E9,3.111426540039485E10,1.6507382715929568E9,7.891447264942151E8,1.3473404143768232E9,1.0022921794177705E9,5.351231745343265E8,6.0023006637552986E10,4.182154501733182E10
0,1.1264650583024087E-7,3.026881025684895E-7,8.254666159650528E9,8.728270068587266E8,1.1232616479679884E10,3.909789006638202E8,2.02381277123818E10,2.0428261250693896E9,2.414437199015582E10,5.897138994285715E8,4.48326989832257E10,5.7579308263671255E9,9.828499489992677E8,1.0247488192449175E9,4.38219610979275E10,2.4557229022867733E10,7.598278012997876E8,1.055766950731474E9,2.70341398064157E9,4.2784186682827385E10,1.2542538259079306E9,1.2787162800103624E9,2.2495993262554846E9,1.2386182034523053E9,1.5824925865024314E9,1.1411666532224058E10,4.4672277482289604E10
1.2306788047947485E-7,7.116361038552469E-8,3.66E-7,7.798244442791606E9,8.745233992063161E8,1.1201630363413143E10,4.811440288791101E8,1.8543441169948E10,2.571675671535346E9,2.6113800934469234E10,1.3392029049935727E9,4.619693189956264E10,6.1543674601987E9,8.242884524747208E8,6.302103049787151E8,4.116162105526232E10,9.628661565826857E9,8.648111394322203E8,7.727248738636723E8,2.80484215276625E9,3.840666728360341E10,9.987163523333354E8,1.532188974290562E9,3.0008361754310336E9,9.06362782421527E8,1.6114751853211179E9,7.367792568489354E10,4.6471617854050064E10
4.7927671382881744E-8,1.6643918811947386E-7,2.545054442343824E-7,8.387418819719069E9,9.211700535203208E8,1.1024690206847605E10,4.201362352430427E8,2.1264701677628166E10,2.4697410550922313E9,1.6828013224432129E10,9.508209973017043E8,3.506887697533098E10,4.742065158282241E9,6.57336561866213E8,1.2224266770013258E9,3.5502880387394455E10,2.586744451256397E10,7.259941919470618E8,6.915788491605142E8,2.461968816170344E9,3.0489153450945377E10,1.6240635036290052E9,1.2312946986228564E9,1.6914248410407524E9,1.2025350682300541E9,9.875477288804078E8,5.7882974407937386E10,3.740954057268071E10
5.765143719343441E-8,1.2424050642212023E-7,3.66E-7,8.136314184663636E9,8.914337265991877E8,1.1229530845035234E10,4.3369719299039847E8,1.975973023858557E10,2.6361494127421412E9,2.542873950076038E10,1.1565546680998123E9,4.4799178038949585E10,5.848114245525992E9,9.285384045542356E8,1.1178373793575537E9,3.775075168264565E10,3.0818674308627094E10,1.0592337987106763E9,1.0345949578911363E9,2.4713732547610273E9,3.839959488561889E10,1.3398783176090484E9,1.8028810033790371E9,3.730164795514137E9,1.2658148737225668E9,1.5223841355657804E9,2.3224351240730534E10,3.880990601649347E10
1.2293720573066474E-7,1.057702948791603E-7,3.142475370561846E-7,7.912291173621001E9,8.961926805610124E8,1.1051707815385927E10,4.681527657090833E8,1.933001633637736E10,2.2427666744502234E9,2.4927041760186966E10,1.1903582138848355E9,4.347840457930823E10,5.839829923194752E9,6.780469361558021E8,8.189759870094696E8,3.0912515145707073E10,1.152567919276895E10,7.836810088534509E8,8.163154279960707E8,2.477510792029754E9,3.8517954200881874E10,1.1612486926948535E9,1.4466477108380136E9,2.064090394618798E9,1.178823607690323E9,1.6153910750663788E9,4.210824779714475E10,5.602284386949709E10
0,1.7804972623577477E-7,1.5699631930606956E-7,8.478121659924666E9,9.025856628811342E8,1.1010239232080517E10,4.003425571966962E8,2.1720469256049736E10,2.4729460085481653E9,1.3513396479683134E10,6.62726516999891E8,3.1442326898018635E10,4.290130287878111E9,7.616966490782336E8,1.1665649277182405E9,3.753266626337566E10,2.767339617283923E10,9.67679164692751E8,4.989812930013883E8,2.264561711787182E9,2.610530782141595E10,1.6416518045601275E9,1.3584007803355849E9,1.88316182836086E9,1.0305561510077318E9,5.146102341075564E8,7.42759760287893E10,2.048224604550155E10
1.6397666498557078E-7,0,0,7.507820695577764E9,8.524238713538934E8,1.1065972142043844E10,5.1406352507460195E8,1.761093208318375E10,2.5063988347841945E9,2.6734665381342564E10,1.427607592394499E9,4.267811733648177E10,5.822052418082135E9,7.0701517429501E8,3.2830993201588962E7,4.255106310754682E10,2.1561812953734142E10,8.926700381192344E8,1.080170876067814E9,2.8836810953372593E9,2.7616100426493847E10,7.336457840848804E8,1.2813547509873965E9,2.306553376409797E9,6.774209571929235E8,1.837271218055762E9,1.0646157987491193E11,2.141613744951846E10
1.6702510205269686E-7,5.9167370539865E-8,8.267313258938463E-8,7.547583234939138E9,8.709553139288751E8,1.084763875488421E10,4.988970959227653E8,1.834782513121301E10,1.6001940201880872E9,2.8045319786530846E10,9.35370129172103E8,4.147790736831543E10,5.714523461762509E9,5.251597684469146E8,3.953446763542245E8,2.059518022376257E10,2.7494581277652336E10,6.465415632275925E8,1.4065857358080244E9,1.9559062280187585E9,3.052087765908097E10,7.065681607727736E8,9.723080997262791E8,2.450981728223421E9,8.423092509182116E8,1.558903854009155E9,7.82556107472759E10,4.152451290641653E10
2.06023383527962E-7,7.378982591555008E-8,0,7.257665923010929E9,8.385836290403733E8,1.0749588576674465E10,5.220763929459665E8,1.7144413490420525E10,2.7312131640032325E9,2.5528634703390488E10,1.7507350565606947E9,3.806946433640503E10,5.247207902312336E9,6.253103937215964E8,5.0248520702124584E8,4.520959368251669E10,3.796414817521644E10,1.4135508154280775E9,1.4111568379072468E9,2.9678259315988684E9,2.383456777734112E10,7.953180001374072E8,1.9104116199144597E9,2.905257840627923E9,9.417893418070775E8,2.0913576155144305E9,9.879518746680736E10,4.357437436949887E10
1.253975814700424E-7,1.1872058044098923E-7,5.758990097567806E-8,7.933546403738028E9,9.014234989206035E8,1.1008270288688362E10,4.6545440247889316E8,1.9517369907677067E10,2.319790070335367E9,2.3920867945437214E10,1.2482924353667643E9,4.247768030226989E10,5.710012934536747E9,6.400373382369809E8,8.969380801708071E8,2.9190904055772346E10,1.254113683232489E10,8.327699380155406E8,8.031021337351823E8,2.36031180879451E9,3.8365647999798706E10,1.23836746418884E9,1.5006578071793337E9,1.9195067000824301E9,1.2177434705868826E9,1.5834930054851408E9,3.507233279935816E10,6.061832314678509E10
2.1429823574264827E-7,0,7.048603973058E-8,7.073649045700119E9,8.283884782228876E8,1.0501934689552828E10,5.2301672387772375E8,1.7044362923688385E10,1.5034422575093415E9,2.8770681937609013E10,9.505547511499635E8,3.600851727193272E10,5.112541155574555E9,4.061724594007519E8,4.8994815459175557E8,2.394131283410199E10,5.216633346774938E10,7.238677161197461E8,1.9717850667078106E9,1.5365259252240694E9,1.2640544037842009E10,4.432120109159984E8,8.337129815348598E8,2.8058823520717998E9,7.300247590441097E8,1.7845155473088796E9,1.0867332816134453E11,2.4727349271490124E10
1.806296498699831E-7,0,1.3954685227522874E-7,7.393763287051652E9,8.603220054048289E8,1.0709136567879591E10,5.064918967162402E8,1.805257555814337E10,5.546263469451435E8,3.0121560647680584E10,3.2226187987746614E8,3.999779929550591E10,5.600393031020404E9,4.5736046736361057E8,2.050342352436889E8,9.072111664002546E9,3.918562772892443E10,2.401197979617292E8,1.854585174164008E9,1.5190723561573288E9,2.4246295635971874E10,2.0665759167047194E8,3.243606630632821E8,3.186022742649323E9,3.622223724280289E8,9.565965462916521E8,8.686700963777086E10,1.002004503493013E10
1.8982335223804262E-7,5.688890227380278E-8,2.183778881468818E-7,7.344973838917377E9,8.595705353445817E8,1.061964406251934E10,5.0485352177273875E8,1.8094874904695248E10,1.0575045818664356E9,2.8654917385353756E10,6.67755281696484E8,3.899214484476571E10,5.462453266757569E9,3.633740551988087E8,4.5054815719831777E8,6.239378911631196E9,4.056576429345875E10,4.2965495921060497E8,1.7811917624429548E9,1.1621200434362345E9,2.578886938834107E10,5.487686926782168E8,5.50722607233925E8,2.437377158529391E9,4.575391842247029E8,8.854478218057733E8,7.985855785391803E10,4.7528066569711334E10
2.21229664073388E-7,6.048875802339955E-8,1.515831949004592E-7,7.014642385978993E9,8.314566270099578E8,1.0328575216215422E10,5.1278202012780434E8,1.739334312736403E10,1.095666401026531E9,2.8215534882297844E10,7.427672862543894E8,3.581097841902579E10,5.088713720838225E9,2.327076944837024E8,6.396479382860284E8,1.3751041198765402E10,5.472696500656229E10,5.588468447332655E8,2.0908843260295005E9,4.499522850202306E8,2.0113692876813217E10,5.030620399455584E8,6.678914385418191E8,2.2161772850360255E9,3.9053032707980025E8,8.6150610604821E8,9.256039318690115E10,6.1575067997978264E10
2.2970479473773928E-7,0,2.1365315620416945E-7,6.866787171163133E9,8.150506918897113E8,1.0233978591316135E10,5.1914011760273296E8,1.6905135173524992E10,4.0186191301198405E8,2.9530545920733784E10,2.6007084712099126E8,3.4193872228898495E10,4.930678499278826E9,2.5445237166893402E8,6.482867416866748E8,1.6052173106131754E10,6.229913256876444E10,2.0166625356339833E8,2.334606026075237E9,3.8059710666862565E8,8.513337232567357E9,1.3648397691453478E8,2.132334565023141E8,2.924058658948845E9,2.370364987025552E8,8.712571226538256E8,1.0531842809663463E11,4.428208143359724E10
1.9565992080731713E-7,0,2.8802108948138083E-7,7.256213436149352E9,8.449491529165704E8,1.0660212551537777E10,5.1676499822236854E8,1.751836433378852E10,1.3843018887418668E9,2.9154566796058186E10,8.383157278511658E8,3.82698712475622E10,5.379877005127526E9,4.5830285160217446E8,3.200128531854964E8,2.0213868528062534E10,4.348264424537743E10,6.070168129372176E8,1.797757620714001E9,1.6231397157157245E9,1.8666420643859615E10,4.454647440288703E8,7.769581612615031E8,2.9204922668523335E9,7.135803990847473E8,1.683669058086866E9,1.0219025431471199E11,1.3411643575485172E10
1.6397666498557078E-7,0,3.660000000000001E-7,7.507954610099724E9,8.524633331898704E8,1.1066818066426714E10,5.14158918199068E8,1.7612491229225254E10,2.506605525635202E9,2.677897864368351E10,1.4261992506797254E9,4.267255447309843E10,5.821016327247277E9,7.074896549907755E8,3.255529796812422E7,4.2499139486577034E10,2.155611466721523E10,8.726657771292918E8,1.0759914367531326E9,2.8810199973445816E9,2.7528733794755836E10,7.362008055647643E8,1.2803983997235706E9,2.315001514972386E9,6.758637473369561E8,1.836589703039309E9,1.0653885298087843E11,2.1464785350296818E10
1.78143159325135E-7,6.802003973687284E-8,3.153791299879456E-7,7.465904349641416E9,8.624610116781961E8,1.0822783827756075E10,5.052054585239791E8,1.8033811499127995E10,2.0281685995916698E9,2.708361684348348E10,1.2202137105394392E9,4.0594426091550896E10,5.589052899034424E9,5.450711370960382E8,4.4441195933834773E8,2.7292823534084396E10,2.9406045491533077E10,8.875445474546169E8,1.332977833238835E9,2.0929712149441526E9,2.869907906724687E10,7.900227678247427E8,1.3303227364290736E9,2.3299650226654735E9,9.573760845557171E8,1.831799170021746E9,8.548666180329665E10,4.4310778177814095E10
2.164201255479841E-7,4.9317000527177965E-8,2.805862343337687E-7,7.073366940592039E9,8.318056925085962E8,1.045167647450067E10,5.180713246566488E8,1.7232498566773705E10,1.5242103776124613E9,2.815895364734901E10,9.893582092456553E8,3.618255067918831E10,5.118665574087712E9,3.613790793868954E8,5.645451267892954E8,2.186573789929426E10,5.165745925534097E10,7.709807538666463E8,1.9462560897075756E9,1.323374669429191E9,1.8067025565577293E10,5.395048951198596E8,9.619585514662384E8,2.4342490120317864E9,7.33043271099451E8,1.6222462434205403E9,1.0041100955464801E11,4.568801577559879E10
2.116625779306409E-7,7.554703291144972E-8,3.66E-7,7.213117287629782E9,8.349951055447491E8,1.0703817330700579E10,5.235335942976128E8,1.7039896508426586E10,2.7454508610396986E9,2.5396670669754154E10,1.7788911398196483E9,3.7389618191889725E10,5.163419684012085E9,6.136290479919484E8,5.3524709744691026E8,4.547342500030671E10,4.052620331361974E10,1.4367385538952527E9,1.4628611425985863E9,2.9738823676318903E9,2.3147513275136806E10,7.946725831023738E8,1.9348639411149602E9,2.916928315705678E9,9.453439857170188E8,2.112775654482652E9,9.865344309893298E10,4.4295014889518684E10
1.1091002393968014E-7,1.5017825774892606E-7,0,8.040452044528565E9,9.0652540484423E8,1.1052766421320667E10,4.51553403107606E8,1.9762078230379147E10,2.862914312072704E9,2.493737894343827E10,1.5468592668513417E9,4.1863138242588066E10,5.536726906840668E9,8.973947835236353E8,1.154896996068684E9,3.782170840518565E10,2.6208069595418373E10,1.3712356146087074E9,1.3211896749690356E9,2.539106915843106E9,3.673931875423315E10,1.403380039880873E9,2.394452879238506E9,4.034645973558059E9,1.4168880336364937E9,1.5930880074371555E9,3.873525341660542E10,5.353717414388243E10
1.680046106200606E-7,1.3765742614168623E-7,0,7.691766816518803E9,8.850563846364821E8,1.0891756473367067E10,4.8057374363509375E8,1.8765431010832912E10,2.9609614341616063E9,2.4421076232523205E10,1.8112472382462525E9,4.2072668879911446E10,5.597369513024582E9,8.048741864258422E8,8.971719830541465E8,4.2602934811529854E10,1.7932745935633045E10,1.5604124199604852E9,1.1115691301626885E9,2.849795410792477E9,3.811222523526525E10,1.200277332098213E9,2.5478518316308064E9,4.116793758409554E9,1.3167348606407201E9,1.8900074151253932E9,5.11180366012428E10,6.475233650559484E10
1.919565939816919E-7,1.3427609439794336E-7,6.103363814941142E-8,7.502704227552459E9,8.787749600509667E8,1.0645699582438326E10,4.891882344917868E8,1.8728874835253704E10,2.560252966091402E9,2.2789214324472885E10,1.629927276369251E9,3.975555776062114E10,5.383808283355984E9,4.798273716440192E8,8.707130837401605E8,2.630502875934572E10,2.689570619375574E10,1.267757782024685E9,1.1020714332258723E9,1.7908935239953992E9,3.737911984848254E10,1.137344705930504E9,1.9418357627198188E9,2.207192575372223E9,1.1175686382163923E9,1.716026693849578E9,4.9617691254675896E10,8.10433120954278E10
6.815291106805758E-8,1.9959913346589294E-7,0,8.349499474437494E9,9.312429596120617E8,1.0960031916498629E10,4.2927977549715716E8,2.1175340264886383E10,2.917505291770154E9,2.601629477854925E10,1.4534796238713093E9,3.282593338398696E10,4.392283357031421E9,9.85966824857641E8,1.4608297397229009E9,3.1811114793060097E10,4.3475757326469055E10,1.6164325981984713E9,2.165695328292624E9,2.0753117291996398E9,2.527795658888486E10,1.5898318228515723E9,2.7453484001343217E9,4.1251205882888536E9,1.682070231999584E9,1.4598597571888614E9,7.387994379312697E10,4.727756376666204E10
8.718263315088182E-8,2.0825109746924308E-7,5.458757335380975E-8,8.388332034680788E9,9.477562703370055E8,1.0875413288344301E10,4.299272675771987E8,2.1679974442812912E10,2.9533234847498302E9,1.7674561507940914E10,1.4458864638311167E9,3.088619289049459E10,4.1540333963858786E9,6.739023868665506E8,1.487617544370284E9,2.652712934647985E10,3.567053836698868E10,1.1472656477843244E9,1.8485425674912105E9,1.9034334019935353E9,2.8424381590318844E10,1.752351101311173E9,2.10719421919179E9,3.677008625082331E9,1.42887797214182E9,1.3843415657967184E9,8.083451944747874E10,5.751493739306015E10
0,1.6397666498557086E-7,3.660000000000001E-7,8.302679743324313E9,8.873421111170336E8,1.1131309698850576E10,4.127802066290756E8,2.0601187913944546E10,2.6676016716461453E9,2.553642000489487E10,9.791592585801181E8,3.8156544302467705E10,4.979643928734237E9,9.358206983561593E8,1.214716401840668E9,3.429688225454419E10,4.188613858084515E10,1.3782512492073152E9,1.460157138562009E9,2.1277781352377493E9,2.804015977866272E10,1.4371938372268705E9,1.9723312003275506E9,4.383368456004045E9,1.5430365022028067E9,1.8809405435405715E9,4.171350727922553E10,7.458451632899379E9
6.870682831694575E-8,1.5196665685264123E-7,3.075122601584725E-7,8.258540209625359E9,9.15743270835259E8,1.1071592080177313E10,4.321755997495764E8,2.061396870778865E10,2.504981610613381E9,2.0969967780703262E10,1.1143733998524055E9,3.90759827542131E10,5.21803544530301E9,7.350406968557531E8,1.1898084250182886E9,3.4414286335579704E10,2.658420066819353E10,8.752188752421414E8,9.548456945657657E8,2.477573237300881E9,3.4342950065996212E10,1.5119935478241186E9,1.6147187011356516E9,2.1923750705155964E9,1.393682051860118E9,1.4230234265100863E9,3.861953163702824E10,4.455242632160525E10
0,1.853453493824699E-7,8.119160192896635E-8,8.465224086946916E9,9.03926280076393E8,1.100708931814382E10,4.052326788160817E8,2.1633881899878807E10,2.603561291628655E9,1.6325840156130156E10,7.814285676993922E8,3.0742809014952408E10,4.203460525116487E9,7.88104390659813E8,1.2390291677811534E9,3.538315277160633E10,3.523702355553273E10,1.2201809271861537E9,1.135160490814051E9,2.1410000437191617E9,2.3077610681566227E10,1.6215403082529995E9,1.8785487310815508E9,2.8443939487339277E9,1.3510920915563366E9,1.3267316828151436E9,7.272088986651794E10,7.672152581163056E9
