% Model,2016_04_06_SiwHoles_dispersion.mph
% Version,COMSOL 5.1.0.180
% Date,"Apr 8 2016, 11:48"
% Dimension,3
% Nodes,1276
% Expressions,25
% Description,Velocity magnitude
% Length unit,m
% X,Y,Z,solid.vel (m/s) @ Eigenfrequency=1,solid.vel (m/s) @ Eigenfrequency=2,solid.vel (m/s) @ Eigenfrequency=3,solid.vel (m/s) @ Eigenfrequency=4,solid.vel (m/s) @ Eigenfrequency=5,solid.vel (m/s) @ Eigenfrequency=6,solid.vel (m/s) @ Eigenfrequency=7,solid.vel (m/s) @ Eigenfrequency=8,solid.vel (m/s) @ Eigenfrequency=9,solid.vel (m/s) @ Eigenfrequency=10,solid.vel (m/s) @ Eigenfrequency=11,solid.vel (m/s) @ Eigenfrequency=12,solid.vel (m/s) @ Eigenfrequency=13,solid.vel (m/s) @ Eigenfrequency=14,solid.vel (m/s) @ Eigenfrequency=15,solid.vel (m/s) @ Eigenfrequency=16,solid.vel (m/s) @ Eigenfrequency=17,solid.vel (m/s) @ Eigenfrequency=18,solid.vel (m/s) @ Eigenfrequency=19,solid.vel (m/s) @ Eigenfrequency=20,solid.vel (m/s) @ Eigenfrequency=21,solid.vel (m/s) @ Eigenfrequency=22,solid.vel (m/s) @ Eigenfrequency=23,solid.vel (m/s) @ Eigenfrequency=24,solid.vel (m/s) @ Eigenfrequency=25
7.738840828783543E-7,1.0013423606732188E-6,1.775462596789246E-7,5.3446450593982115E9,6.552538593428878E8,8.67057121054673E9,4.732592973085285E8,1.3963805426086103E10,2.7504293798675436E8,2.3687548237917355E10,2.5298050291000474E7,2.757855037830933E10,3.962351874063279E9,1.5881893934370667E8,1.3064451772322853E9,4.6395254694357025E10,9.372324496172833E10,1.1778829313174963E9,3.2227194213720703E9,2.3381401249647126E9,2.664277575230383E10,3.699573064367903E8,5.390799154684234E8,1.0291652401515315E9,5.94695753331614E8,1.5330233621108386E8,1.1156150505603172E11,9.65579031845433E10
7.003823385533641E-7,1.0262471295673702E-6,1.828698390757173E-7,3.758011986001865E9,4.661620335007134E8,6.715128385930816E9,3.906955302287516E8,9.96260464443832E9,4509468.604605916,1.940020642778381E10,2.0679068373226485E8,1.8098708063704777E10,2.693310530814422E9,1.979527976251729E8,1.451417797699601E9,5.144855448033285E10,1.0336882557852376E11,8.137847333084337E8,3.396958595398066E9,2.870907620290553E9,3.2372824689224888E10,5.9671815622138746E7,8.315622925409012E8,1.5850583240315545E9,3.350956923195974E8,1.2090304130365004E8,9.892262759476167E10,8.926526816127345E10
6.983243214781916E-7,1.1E-6,1.5307358128239906E-7,3.677637458698921E9,4.5370530412971693E8,6.369228194916427E9,3.764366922752947E8,9.399420076883512E9,7519566.453142925,1.963146967520124E10,8.673160387199354E7,1.5609179038717318E10,2.3819361912392955E9,1.622829137564829E8,1.4421407924652407E9,4.944577800952412E10,1.0049275528374681E11,2.1410868180122992E8,3.199799507484772E9,2.7285354733602834E9,3.2217886356815434E10,1.1581108790715791E8,5.271888230884896E8,1.9576527334310992E9,1.98170262248103E7,4.652526900581961E8,9.038121414669923E10,9.504575505629848E10
7.599473020565443E-7,1.0534980697341142E-6,1.1311827416140514E-7,5.067672371215821E9,6.166847955192447E8,8.254024680989908E9,4.644769330137451E8,1.2660536574128843E10,1.6801533203556013E8,2.4197091546380188E10,7.655564625541781E7,2.2751940777874386E10,3.3756890623462977E9,1.598836941094705E8,1.3983140951239088E9,4.802703346258166E10,1.0052707904499782E11,8.173326746203707E8,3.313987653183167E9,2.4868380787747426E9,2.40817651669837E10,2.359360244620203E8,1.0287754279743534E9,1.8748248710857673E9,4.454173127160061E8,1.111776051747041E9,1.085211283007588E11,8.945615220651295E10
7.41119476031889E-7,9.29602879179408E-7,2.9396394594031016E-7,5.155777596566092E9,6.334393570019424E8,8.473291637985261E9,4.6053876196923995E8,1.4039833894403126E10,5.263095866729365E8,1.9597318794227573E10,1.7219064905831033E8,3.0782500025034195E10,4.300318302833845E9,4.670392389348317E8,1.5234101985830424E9,6.0897088800853264E10,9.593567378952757E10,2.349662451566842E9,3.183588844888763E9,3.5942773923905964E9,4.372681600629171E10,3.855671301767779E8,1.9925249771898985E9,1.578290938437333E9,9.289987321291105E8,1.825724617148136E9,9.825105762838289E10,6.107973176136771E10
7.093005466593176E-7,9.909671797138605E-7,2.998317431885899E-7,4.451210887588675E9,5.413595149043998E8,7.385834059470408E9,4.2374072740322095E8,1.0996596110977413E10,1.480977823927397E8,1.973778585551119E10,3.341436437354213E8,2.0428444286764645E10,2.98484798972381E9,3.001411955288609E8,1.5066793324257388E9,5.490933360494711E10,1.0557623636542604E11,1.6974936644005327E9,3.479995857127679E9,3.1984972542601075E9,3.499045975325904E10,9.15662565388703E7,2.258663959777842E9,1.6513610185188913E9,5.875322434394791E8,1.7345837963207772E9,9.14729056522299E10,7.290430443455272E10
7.092483603958587E-7,9.440367478525506E-7,3.6599999999999997E-7,5.105929868144616E9,6.114127896979079E8,8.100305079385049E9,4.599677013631545E8,1.194092202522815E10,3.798471033753937E8,1.899428335645078E10,3.3571501756746966E8,2.3421909540741505E10,3.3424928370974345E9,4.57427200024151E8,1.6309587342701256E9,5.874660196092554E10,1.0819524725599373E11,2.6435957582852244E9,3.544067267835434E9,3.673208807455356E9,4.199795999337939E10,4.499804820394645E7,3.0858598762983913E9,1.8913888938121893E9,9.335306561889976E8,2.4312889509863706E9,7.931465314582219E10,3.713264546772373E10
6.455667103242596E-7,1.0243100580224042E-6,3.1321311680082535E-7,3.4891492776149945E9,4.1923340708333E8,5.054452322770816E9,2.991951043828822E8,7.037652783918577E9,3.447515047937477E8,1.5448308801440262E10,7.06440686212391E8,1.1548892028472776E10,1.7538305249581754E9,2.037450395105212E8,1.2588890220936496E9,4.230320202949918E10,8.95398932117896E10,1.12359995558022E9,2.883051882669928E9,2.4339199624962254E9,3.3164718558125603E10,9.746708364087935E7,2.6724688592892556E9,1.8898567445861208E9,5.215269670934619E8,1.6814875994342415E9,5.6141905381079666E10,7.665647294068939E10
6.97676170293966E-7,1.0171051559423658E-6,3.66E-7,4.975148033567512E9,5.94196640944023E8,7.113070633842692E9,4.216933817058899E8,1.0007551240099308E10,1.1828959259594242E8,1.9794645985904488E10,4.947218997967809E8,1.482835540609387E10,2.25303805168048E9,2.775052845930304E8,1.62714860467757E9,4.886701310234124E10,1.0961995720336925E11,1.946681906617409E9,3.4785084675457845E9,2.8481029254670105E9,3.862404801609978E10,2.5287956559122798E8,3.062009737719993E9,1.896546266647147E9,4.849250250189038E8,2.0833158980578053E9,5.790750194772931E10,7.138423914475928E10
5.9289148166827E-7,1.1000000000000003E-6,3.66E-7,4.0828434927897153E9,4.8957140669697654E8,2.1417207801936917E9,1.2856849377279261E8,4.893905459272765E9,9.440999067229081E8,1.7015474153090641E10,1.2681658001529253E9,7.149341796534959E9,1.1314825403856404E9,1.088529498447027E8,6.270105542720618E8,3.9791248037969246E10,4.317667004086849E10,6.326338437357389E8,1.2680084992259352E9,2.0497038780817838E9,2.0477954664808865E10,7.445392915222137E7,3.0595081434375706E9,2.172560958203743E9,7.69346412076587E8,1.597198512581338E9,3.8223084314412056E10,8.521706785079402E10
6.401938146104462E-7,1.0415515211469324E-6,3.66E-7,4.381290213898266E9,5.2435886640461075E8,4.775248875323971E9,2.8893989219212484E8,6.974719542682032E9,4.8634250948176783E8,1.8087603113076157E10,9.396444643022935E8,9.49046189959713E9,1.5006106395135489E9,1.732246615821465E8,1.2857637909758012E9,4.260008082771766E10,8.748752705539093E10,1.3364585410287085E9,2.729108217995289E9,2.307267856844651E9,3.5511779278498146E10,1.7431545094573098E8,3.3823557103113747E9,2.0906419755151832E9,6.906051203788608E8,1.7909492237508502E9,3.652686309612429E10,8.056287360833084E10
6.289868696331486E-7,1.1E-6,2.929378713929717E-7,2.9242788242368193E9,3.5125159055219656E8,3.718632014328158E9,2.2496942756863496E8,5.625715238642714E9,3.6248419298837316E8,1.3281236481133059E10,6.004159637749432E8,8.672148283693005E9,1.3418170060813212E9,1.5831375999080542E8,1.0085997894600221E9,3.609607604814067E10,6.929219599880368E10,5.923744151256455E8,2.119330845827922E9,2.0339594104939945E9,2.8209187191478886E10,8.833048253157176E7,2.0014229978081553E9,1.8018877708827856E9,3.426310398024048E8,1.4230272064591181E9,4.561840441249749E10,8.071683032083963E10
6.653330077262468E-7,1.1E-6,2.191780847730675E-7,2.9421032316475835E9,3.634928954142212E8,5.169409641444116E9,3.101910574746881E8,7.4917290686172495E9,5.809672361375314E7,1.605377236906836E10,1.4735606896613637E8,1.2318601454425844E10,1.883249215370815E9,1.6995194887870792E8,1.2935284154876952E9,4.478428676159307E10,8.96118996414448E10,2.542595772826366E8,2.817614602579357E9,2.5366744288675003E9,3.220396436300384E10,8.254454137947635E7,6.708061970533706E8,1.796440535950569E9,4.456954967679212E7,5.580325481767987E8,7.333265238452403E10,8.616945939467128E10
9.006317987205622E-7,1.0281936545515635E-6,0,7.198207558565141E9,8.282369638318734E8,1.0654678758234344E10,5.0895916117832196E8,1.6892339765495907E10,9.442595921721858E8,2.5335042564514847E10,3.822956262550315E8,3.974113288632731E10,5.410788288282925E9,6.53032917872436E8,4.810392707799828E8,4.578394584976798E10,3.505301909676188E10,1.3195610453364062E9,1.4792093118157492E9,2.974811977959496E9,2.714585665273316E10,9.10211498357058E8,5.388819889692633E8,2.1190780159773626E9,1.4069413016217663E9,1.9962816023443632E9,9.789689613666818E10,4.585711648595853E10
9.001058962252486E-7,9.760919793504178E-7,6.107876415851713E-8,7.272935895176253E9,8.519271929110268E8,1.0460713023982792E10,4.849556258142538E8,1.800886549496249E10,8.669603279328595E8,2.3417331758705605E10,3.7219269166555876E8,3.997506198367864E10,5.405172075632173E9,4.605132846846488E8,8.244009188784517E8,2.728425349108423E10,3.1955546770030163E10,1.2220228311103513E9,1.375921805523575E9,1.8050669633339818E9,3.692108693015306E10,1.153984805228636E9,6.746094323054162E8,1.8987459672632954E9,1.9911785335849698E9,1.6919800502471223E9,5.928003250826368E10,8.32835260879009E10
1.0258942982780935E-6,8.999309392264983E-7,0,8.273228688114178E9,9.255286692262152E8,1.0834935421081722E10,4.2232325603365517E8,2.0818284515812355E10,1.3794231593404088E9,2.5393762351621296E10,7.143081106680202E8,3.337436143531946E10,4.4424116038534565E9,9.447977379176444E8,1.523057046026394E9,3.415775991287811E10,4.263181465501998E10,1.5729524876623027E9,2.1144431485445817E9,2.122739467483524E9,2.6586525004031693E10,1.7809643554366293E9,1.978029307783417E9,2.652401306606509E9,3.4814381883252263E9,1.42134961916495E9,7.478294063007938E10,3.967796401194122E10
9.200044217767611E-7,9.122021193025829E-7,7.20194560288966E-8,7.680142992072783E9,9.030897501863555E8,1.0504967909373049E10,4.5498224266442496E8,1.9792670279640553E10,1.1460458230745165E9,1.7201042253229435E10,5.538384377966844E8,3.98306598857931E10,5.227080969121646E9,5.077579097311702E8,1.3114582456802027E9,2.3486641112745975E10,2.028516517106011E10,1.2600587894731019E9,9.323598924739943E8,1.5789194567269895E9,4.426517473316618E10,1.6921378471145856E9,1.1923042769049654E9,2.6162235701036305E9,2.2549501707676625E9,1.435493715656647E9,3.076578401375928E10,9.94155067249439E10
8.62315577248098E-7,8.382429187476897E-7,1.4522145603657153E-7,7.557778713713313E9,9.264558729445394E8,1.027495523423554E10,4.846228044956704E8,2.156030497534882E10,1.3371095155640624E9,5.701471892409549E9,6.437950428450524E8,4.147717593405517E10,5.180258223060119E9,6.896981597591763E8,1.825594256532776E9,2.3690840527973484E10,3.752218621154094E10,1.6728970653394163E9,4.8730009413252896E8,1.288094306800441E9,4.7782705602170906E10,1.9139691711775541E9,1.5262040443532927E9,3.4917238032588115E9,7.620371925536727E8,4.654038936533242E8,7.69696803184745E10,1.261658519826259E11
9.009891219681385E-7,8.849948571540741E-7,1.2006954351388986E-7,7.644054459137594E9,9.132493492661492E8,1.0356813608417265E10,4.536017875567562E8,2.042363800299835E10,1.1902705631420972E9,1.1941452043159243E10,5.72834026924795E8,3.968425903678173E10,5.124782176487232E9,4.189946834186394E8,1.490448769037589E9,1.5823288013009401E10,2.30270057399397E10,1.235150510261609E9,6.051914754492956E8,8.876938484935244E8,4.701196359717868E10,1.8659896850135076E9,1.1627049993946383E9,2.5411702825774617E9,1.4270750811030512E9,9.428409898533608E8,3.854055004953162E10,1.1631128005009663E11
9.389589932392828E-7,8.523050370653381E-7,1.0711015322391956E-7,8.1201110239872465E9,9.596660325749587E8,1.0503611409997505E10,4.314633325749848E8,2.1944499077253647E10,1.3717552099983664E9,8.995400244980335E9,7.11135393166006E8,3.565360439578434E10,4.462775741401189E9,5.440674433102437E8,1.742021174365815E9,1.3643959119271666E10,2.6791310711332535E10,9.134569741337094E8,1.4644709548262599E9,9.489110017460277E8,4.028301937431214E10,2.152797697807182E9,1.5775385885099757E9,2.834648871812348E9,1.6890967649560735E9,1.0223898783355328E9,9.089833278078685E10,9.520219770973729E10
9.150975121204101E-7,8.648835010525846E-7,1.7685931960309625E-7,7.879540367932559E9,9.403728353831593E8,1.04100110738273E10,4.4353188182242507E8,2.1359831510340164E10,1.284126524049323E9,6.311329430568511E9,6.411790069365007E8,3.8149870429797356E10,4.846867531761842E9,3.734172932698651E8,1.643175087881985E9,5.244224105426988E9,2.0500676982327927E10,9.128725788687836E8,5.69493270635229E8,9.92509547031514E7,4.5088584603243195E10,2.1028169790571134E9,1.1260765934561765E9,2.436264727103867E9,6.223915463306994E8,6.092731873242269E8,6.558161591343906E10,1.1206461815154816E11
8.416932321913873E-7,8.590955488093308E-7,2.1796842259145108E-7,7.161428927763202E9,8.809010444558465E8,1.0046295381539543E10,4.896167069233093E8,2.0284354922566154E10,1.2011396649015298E9,1.023954681251254E10,5.304914842922592E8,4.052451259000331E10,5.240099864535614E9,5.901949373203499E8,1.7491678405232043E9,3.0424191981948296E10,4.9242794599011116E10,1.9123664220467525E9,1.1339669365770755E9,1.5926704339744527E9,5.114179088944067E10,1.6492047977249258E9,1.0666728646417516E9,3.101104648367745E9,6.036246827231653E8,4.847590278872892E8,6.132126557681968E10,1.2866547225840036E11
1.1E-6,6.971881851676135E-7,2.2008609805938197E-7,9.27510472483055E9,1.0296426888670768E9,1.0519171672586185E10,3.8698276936712277E8,2.823079063888184E10,1.3204692392618585E9,3.774786194239923E10,7.096570924096181E8,5.005035931250587E10,4.979720111710465E9,4.851794414503383E8,1.5396787298186545E9,1.757297562338123E9,7.38728394089789E10,1.6249198520848272E9,5.303423499408964E9,4.520829243866082E8,4.100347650549212E10,1.5126525894590228E9,6.668089613450547E8,3.711836455772056E8,1.720416899929063E9,3.0859890243290704E8,3.4132269997535885E10,4.256997952433644E10
9.724884392636099E-7,8.201163750038592E-7,1.5655628021169717E-7,8.48714637813346E9,9.93422650727184E8,1.0544981241903542E10,4.149186998934556E8,2.346212926760779E10,1.4815464498513591E9,6.9711590419401245E9,7.920275813376718E8,2.888104600806116E10,3.394518377195693E9,4.675716531620459E8,1.9027289746089075E9,7.077286308698027E9,3.646593929591043E10,2.5466173070007163E8,2.331291073599441E9,4.697436571239371E8,3.013147449936751E10,2.359063572826713E9,1.2393359477345495E9,2.2764345100018635E9,6.1812230056098E8,8.115278860092111E8,1.2408234713249889E11,6.867023174128394E10
9.910526672606971E-7,8.53942659727704E-7,7.991226693086366E-8,8.3933087994653015E9,9.66514097368411E8,1.0619735329323088E10,4.1778994849206424E8,2.2326300871838333E10,1.4255207954857907E9,1.3212929767503603E10,7.553584701335199E8,2.7785871433676632E10,3.577877466479264E9,5.659707195491525E8,1.7532711075392506E9,2.017752517405748E10,3.724448167251895E10,9.614966937994549E8,2.1803849437368236E9,1.4028971030955548E9,2.9524823472043205E10,2.1344922244905627E9,1.654241447380742E9,2.4612846064038315E9,2.348054424315719E9,1.1727478998049548E9,1.0643922032940282E11,6.635512010567237E10
9.742581927693824E-7,9.069353112130231E-7,6.160777271072139E-8,8.079221477686464E9,9.283833078988836E8,1.0707052292214176E10,4.350978117242592E8,2.063316529842896E10,1.2534510712262378E9,1.730723067203632E10,6.406063116884328E8,3.6433405935954666E10,4.819573907188949E9,5.808492530473301E8,1.4400756403423347E9,2.612978688392139E10,2.499679842801202E10,1.0193800622523882E9,1.309335633202289E9,1.8687191965689049E9,3.718607962712117E10,1.8694678534978573E9,1.3891062473385623E9,2.444006002933456E9,2.682235956314895E9,1.4056233861247177E9,5.927063130519192E10,7.294236849806837E10
1.0378055759462305E-6,8.38840154920851E-7,5.249831105385208E-8,8.600981368052969E9,9.68821016053778E8,1.064458610700408E10,4.1363146113865095E8,2.2976086689563656E10,1.4966007243139179E9,1.9010586430340023E10,7.960182413572998E8,1.7275027831446877E10,2.3497635194350734E9,7.130072945160217E8,1.7540628414081204E9,2.324618217133299E10,4.892892660029295E10,1.4367283049645917E9,2.871048171626908E9,1.4988619713663282E9,1.7203420880622433E10,2.0087543723596375E9,1.9603769700504882E9,2.0763662794424138E9,2.8894418894051967E9,1.173262322861277E9,1.151839332450147E11,4.872576602288394E10
1.0999999999999998E-6,8.502403716778893E-7,0,8.581568305854506E9,9.327311286983273E8,1.0705376634538334E10,4.262846019664165E8,2.243909727566354E10,1.5311964162071078E9,2.8466008453170815E10,7.772137264925293E8,1.528930401549828E10,2.4154220751991267E9,9.288119565293214E8,1.472426559311741E9,2.63803144548385E10,5.50874948264048E10,1.9670849994866948E9,2.8925547337505155E9,1.4233310386344168E9,4.868908237628915E9,1.657650765500154E9,2.462731562957043E9,1.6117185390889304E9,3.9489331876160026E9,1.5210227519575214E9,1.065711275623997E11,5.6540981752909256E10
1.038259812185438E-6,8.921858880402566E-7,5.659352650938386E-8,8.396046215210171E9,9.365314449873048E8,1.0794690188293875E10,4.1831036804432607E8,2.1524720131365887E10,1.387688970523823E9,1.7142320111799202E10,7.182903547219218E8,2.85866050802431E10,3.9083688313512177E9,6.613806812290184E8,1.5194624868834035E9,3.0566055167254013E10,3.852029032130486E10,1.1644652151569486E9,1.8137698443242223E9,1.9832983866645167E9,2.2927528392685123E10,1.9429469490639226E9,1.5347087557228558E9,1.9803041461375997E9,2.952624166793673E9,1.3201154487247465E9,8.462000302513779E10,3.630815366460072E10
1.1E-6,7.469817677939923E-7,1.47846504611309E-7,9.09625437450902E9,1.0020940026770166E9,1.0531438340067844E10,4.0731939740650463E8,2.6514613126031677E10,1.551391187389446E9,2.682869258144465E10,8.198287187326223E8,2.858689780450983E10,2.5490363764093747E9,2.6264818317371082E8,1.6073266274006705E9,8.361104293658488E9,6.414586905910792E10,1.7473516887439144E9,4.358559527174537E9,6.560847969794571E8,3.000728456115424E10,1.852520998216151E9,6.828233532028081E8,6.538125420227939E8,1.2678493330964434E9,4.6978661114640516E8,8.754226315939442E10,8.707002241380877E9
1.0503480174158986E-6,7.497387307869322E-7,1.0162765573311503E-7,9.026454475083036E9,1.024856387471065E9,1.0522464910710144E10,3.971211736635411E8,2.6251693704195328E10,1.4898873590203364E9,2.7540974148311832E10,8.137870322626691E8,2.8561431497856216E10,2.4870313279010167E9,7.207741745887355E8,1.8589623415362444E9,8.749761705863262E9,6.275231542760324E10,1.4398753763634405E9,4.422407807994325E9,7.584775658978158E8,2.8576235977620544E10,1.9100950122266078E9,1.4452631361505587E9,8.908567633306967E8,1.948998226359601E9,5.374550785838525E8,9.871864383255833E10,2.309829698322497E10
1.0351194136774358E-6,7.669274433778691E-7,1.6728965712738535E-7,8.943784442442812E9,1.0210979368459508E9,1.0544927252560144E10,3.994053337233709E8,2.569570334961576E10,1.5319487037338688E9,2.1048640994575085E10,8.328998587239727E8,2.4142359463031822E10,2.0431171237401884E9,4.731894657771816E8,1.9066885103515928E9,8.111976628127557E9,5.7025720368084236E10,1.0197835515277932E9,3.970037277502915E9,4.4098630365778536E8,2.437445158968612E10,2.1631738379355845E9,6.242503115075604E8,1.2288219649777753E9,7.158039478174961E8,6.157870569393659E8,1.1673753151174165E11,2.1064463867021713E10
1.1E-6,8.00518476419347E-7,7.690854154521455E-8,8.85744220461151E9,9.681946117037812E8,1.0585414251336138E10,4.1872383993235785E8,2.4502431611545567E10,1.6176572389367085E9,2.044142508621642E10,8.411077057126542E8,5.600209097761805E9,3.492265737085524E8,5.717469509723613E8,1.5695658700694692E9,1.8091540104081577E10,5.634884312351624E10,1.878207135694122E9,3.401811334838413E9,1.0703597820221213E9,1.5768771547432676E10,1.8819492273197186E9,1.7245171388201916E9,1.3145449192742598E9,2.4165198621866775E9,1.0172638200323905E9,1.1341362762233153E11,3.3117879829974747E10
1.0432683252475598E-6,8.193823377296606E-7,1.1373382308500368E-7,8.728153978880503E9,9.834127860644695E8,1.060907549110739E10,4.1049106109074134E8,2.3875520621965164E10,1.551583865678897E9,1.2662739308526299E10,8.262748280891681E8,1.3147735983268013E10,1.5791468013478057E9,3.8580198727920824E8,1.7805283802479045E9,1.8529419324240192E10,4.809126807826806E10,1.150296775081712E9,2.9570401546733317E9,1.1731701375569584E9,1.5975782943087824E10,2.1806475120656533E9,1.169126249906254E9,1.7191184875961635E9,1.606662030250264E9,9.651004443385593E8,1.2173257985954149E11,3.4531661726809654E10
8.684870168623946E-7,9.370119910266947E-7,1.2783917191395702E-7,7.045722460529528E9,8.45098186864853E8,1.012171279079691E10,4.785114283312701E8,1.8366299265099144E10,8.676706737402073E8,1.9533894014424114E10,3.56733370173083E8,3.896372455022921E10,5.234366905672701E9,2.475048677582573E8,1.1231955510015984E9,2.1765006804137997E10,4.1503360016184685E10,1.367266003992709E9,1.4595590549708433E9,9.712349441544663E8,4.310010726871749E10,1.3154666785129437E9,5.732005632330741E8,1.3985283931636431E9,1.3280144308412814E9,9.248821034093974E8,4.136973595093983E10,1.1640435182162039E11
8.769954608078969E-7,9.093630914527743E-7,1.726206997782255E-7,7.270677564454198E9,8.746575202877631E8,1.018301219288442E10,4.683855054867887E8,1.9346302891969032E10,1.0050846979291728E9,1.5538485402443733E10,4.435412937618647E8,3.9639501354385605E10,5.238918111688341E9,2.409415735715748E8,1.3118620649466932E9,1.618004756097308E10,3.3480291582955036E10,1.3244552314231722E9,9.611131054506266E8,5.364449952766936E8,4.702055994063858E10,1.6044437106969938E9,6.242455124332727E8,1.6540254441776228E9,9.167963929373574E8,4.706890806100862E8,1.7422309127893982E10,1.2547085287010745E11
8.297824009672122E-7,9.452003665005181E-7,1.8324312969238494E-7,6.486024828208619E9,7.888527350283452E8,9.68829307515402E9,4.838749898704911E8,1.718166198677918E10,6.92588880564989E8,2.090527363575801E10,2.2245877765309083E8,3.64583722366825E10,4.977404998797581E9,2.033483415744313E8,1.1571787586062508E9,3.203667907601567E10,6.162857006031443E10,1.5312660377953749E9,2.1711039818624086E9,1.4228715996619692E9,3.976442476165125E10,1.0232079395384498E9,1.1653444382248022E7,5.829297565653653E8,8.236812348170323E8,2.331730591019291E8,7.25493594661623E10,1.1751155655266383E11
8.209893741888195E-7,1.0459571466427028E-6,6.043701608626627E-8,6.198800868107757E9,7.378256960286218E8,9.56440859322391E9,5.0647902074676764E8,1.4945624263180521E10,4.6892122850650394E8,2.602512310915941E10,8.22894699174907E7,2.9670926850026733E10,4.2519283651230326E9,2.905212993342034E8,1.0476120716034166E9,3.9035086890197395E10,7.946960319524725E10,1.165914918619897E9,2.7180080614749064E9,2.0542109953792117E9,1.4863139979221798E10,4.978639351556148E8,1.097300778377899E9,1.7596504309248736E9,9.421209069035083E8,1.8157434785781734E9,1.1009458119010043E11,6.39850383383264E10
8.11788244777668E-7,1.1E-6,7.511023560203812E-8,5.997247872174475E9,7.162380522319604E8,9.342395880768126E9,5.030552962705382E8,1.445558759469984E10,3.348018261905293E8,2.6724495105547634E10,2.474035701154131E7,2.7525434791317207E10,4.021195601289299E9,2.2696364843081242E8,1.1273539754323008E9,3.839271074392725E10,8.60576653802682E10,8.550211292623663E8,2.9032654220447545E9,1.8963136328330665E9,8.967830737371126E9,3.9462357682919973E8,1.092623872528416E9,1.9418958695925853E9,6.346240419634993E8,1.6644685884343064E9,1.1413988927914114E11,6.252933956712736E10
8.502403716778896E-7,1.1000000000000003E-6,0,6.681550715276727E9,7.768528473814565E8,1.0163263711145638E10,5.274335604602824E8,1.5266324728891218E10,7.400712094703164E8,2.5497273471746647E10,2.011498913309581E8,3.1603318647185555E10,4.482180682844044E9,4.911970424315896E8,8.243993425506679E8,4.6665794975762566E10,6.618815337257496E10,1.4182453868538926E9,2.2314082533092914E9,2.9360685355042133E9,2.420035306299209E9,6.987375147248956E8,1.1135933212497985E9,1.551714550555012E9,5.97118308723577E8,2.1636562312818027E9,1.150490024569371E11,3.068391188114106E10
9.610193192767628E-7,9.609346741731996E-7,0,7.7811708010617075E9,8.84984485805989E8,1.0871934049379093E10,4.5956675200907826E8,1.887496780161536E10,1.1896161705423236E9,2.434286840825462E10,5.800369425087577E8,4.3163793224062744E10,5.6965097269926405E9,8.336135580991746E8,1.0307531677871364E9,4.194653056780336E10,1.877279519902918E10,1.3616599938299549E9,1.1296415990751338E9,2.723180991178239E9,3.9613957814532364E10,1.4423654932414715E9,1.087195730306242E9,2.9299119821546073E9,2.5909008493931E9,1.6640703674493284E9,4.3457660886676765E10,5.9210561391660774E10
9.072794024852578E-7,1.0439389913946531E-6,6.94767311666442E-8,7.197663631810031E9,8.364156281983832E8,1.0541412467116615E10,5.0037013481008846E8,1.7371104604763126E10,6.065915218769683E8,2.7526953157356155E10,2.3851846013991097E8,3.988798991638293E10,5.499173838418824E9,4.7602565750332206E8,4.4344324183450896E8,2.3357001995006527E10,3.888477751062479E10,7.818931125914149E8,1.747505534115857E9,1.795969262286392E9,2.6620319290189987E10,7.283551641413671E8,5.2396233601996976E8,1.626537837604884E9,1.4146528975032568E9,1.6850414609637077E9,9.158281745756195E10,4.3742842335989876E10
9.360233350144292E-7,1.1E-6,0,7.411538073964355E9,8.40280020345313E8,1.0924548893430647E10,5.0509341907510746E8,1.7250558720316326E10,9.474539398904277E8,2.641033991371079E10,3.978896033694538E8,4.36400709008384E10,5.896250225722231E9,7.194921390625755E8,1.9798690160878655E7,4.403999249225846E10,2.181091901533774E10,8.589680638920743E8,1.2201587993314316E9,2.9177043018115025E9,3.0140030187489876E10,8.430473466837329E8,3.836577827315959E8,1.5903108883213956E9,7.851465762061741E8,1.7854998413665006E9,1.0633557986031273E11,3.0624370400908443E10
9.83301793593947E-7,1.0369128850162245E-6,0,7.739063588316221E9,8.64367425067622E8,1.1103617101035221E10,4.726654849779297E8,1.821834598231982E10,1.0782441249193501E9,2.587167556823176E10,4.985685596979886E8,4.7663065260291885E10,6.290729324385214E9,8.361188936010201E8,6.25246626953788E8,4.3201830156041756E10,8.780145304000673E9,7.625306831372908E8,8.336740297898468E8,2.8390317585106854E9,4.093334330845446E10,1.0972021654426267E9,4.9280888376425207E8,1.986873672712315E9,1.4792626607561395E9,1.5296122124512956E9,7.442463067231874E10,5.265512166039568E10
9.724509140680109E-7,1.050567721367701E-6,3.789680017576852E-8,7.693763296995955E9,8.673417402535192E8,1.10054027958633E10,4.7691155326784015E8,1.8283502964484097E10,8.272490023492502E8,2.7239926962440777E10,3.6963750798338443E8,4.6501765908681656E10,6.206786814484254E9,7.50452568361112E8,4.669217765411367E8,3.696150171671101E10,9.757397354751675E9,6.117040778228389E8,1.11474451056492E9,2.7630886515182943E9,3.944222031757386E10,9.27971629076725E8,3.8831716633201605E8,1.7631318060220098E9,1.560905157066437E9,1.6484789004632566E9,7.426393847138792E10,5.072500577509331E10
